Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
,,,,55075,36019,07h 25m 21.97s,+81° 15′ 27.1″,6.3,-0.73,832,A0III,
,,,,76990,45421,09h 15m 21.24s,+84° 10′ 51.6″,6.3,1.53,294,F2III,
,,,,23662,18067,03h 51m 41.75s,+68° 30′ 27.1″,6.31,-0.7,821,B9IVp,
,,,,24164,18438,03h 56m 30.33s,+71° 49′ 17.9″,6.31,2.42,196,A5m,
,,,,25602,19172,04h 06m 36.58s,+54° 00′ 32.0″,6.31,1.36,319,K0III-IV,
,,,,71973,42249,08h 36m 48.78s,+74° 43′ 25.4″,6.31,1.69,273,A2m,
,,,,86321,49688,10h 08m 34.40s,+83° 55′ 06.1″,6.31,-0.85,883,K0,
,,,,30144,22300,04h 48m 06.94s,+55° 36′ 10.2″,6.32,2.78,166,F0,
,,,,40827,28829,06h 05m 08.23s,+59° 23′ 36.0″,6.32,0.52,471,K1III-IV,
,,,,26101,19673,04h 12m 51.88s,+68° 30′ 04.1″,6.33,0.96,387,K0,
,,,,111112,62170,12h 44m 25.90s,+80° 37′ 16.1″,6.33,0.57,462,A5m,
,,,,30085,22508,04h 50m 36.39s,+70° 56′ 29.7″,6.36,-0.13,647,A0IV,
,,,,32781,24440,05h 14m 35.54s,+76° 28′ 22.0″,6.36,0.81,421,A0V,
,,,,54070,34956,07h 13m 57.99s,+71° 48′ 59.5″,6.36,0.94,396,K0,
47 Cam,,47,,56820,35735,07h 22m 17.19s,+59° 54′ 07.1″,6.36,2.13,229,A8m,
,,,,21794,16602,03h 33m 41.23s,+57° 52′ 07.1″,6.37,2.09,234,F7V,
,,,,32715,24017,05h 09m 44.53s,+64° 55′ 11.8″,6.37,3.38,129,F3V:,
,,,,77246,45097,09h 11m 12.73s,+80° 49′ 44.2″,6.37,1.93,252,F2,
,,,,34200,24955,05h 20m 40.69s,+66° 44′ 48.5″,6.39,1.04,384,G5,
,,,,30752,22720,04h 53m 09.80s,+52° 50′ 28.3″,6.4,0.37,523,A2V,
,,,,69054,41011,08h 22m 09.50s,+74° 49′ 12.9″,6.4,0.63,466,K0III...,
,,,,20104,15309,03h 17m 31.54s,+65° 39′ 30.1″,6.41,0.1,596,A3V,
,,,,40956,28951,06h 06m 39.20s,+63° 27′ 13.7″,6.42,0.9,414,K0,
,,,,79517,45764,09h 19m 55.78s,+74° 01′ 00.3″,6.42,1.14,370,G8III,
,,,,21903,16712,03h 35m 01.04s,+60° 02′ 29.0″,6.43,2.69,183,F5V,
HD 32518,,,,32518,24003,05h 09m 36.62s,+69° 38′ 22.4″,6.44,1.09,383,K1III,has a planet (b)
18 Cam,,18,,36066,25973,05h 32m 33.68s,+57° 13′ 17.8″,6.44,3.23,143,F8V,
,,,,21769,16587,03h 33m 32.19s,+58° 45′ 55.3″,6.45,-0.4,763,A4III,
,,,,65299,40559,08h 16m 53.96s,+84° 03′ 27.7″,6.45,0.24,568,A3IV,
,,,,23594,17858,03h 49m 19.73s,+57° 07′ 06.0″,6.46,0.4,531,A0Vn,
,,,,29329,22152,04h 46m 00.39s,+76° 36′ 40.9″,6.46,3.92,105,F7V,
,,,,118686,66251,13h 34m 42.81s,+76° 32′ 48.1″,6.46,-1.03,1025,K5III:,
,,,,57742,36211,07h 27m 25.84s,+66° 19′ 53.9″,6.47,-0.72,893,B9III,
,,,,34450,25322,05h 24m 59.43s,+73° 42′ 25.9″,6.48,-1.45,1254,M0,
,,,,41782,29348,06h 11m 13.63s,+60° 27′ 12.7″,6.48,-1.47,1268,M0,
,,,,21203,16177,03h 28m 23.56s,+60° 15′ 20.6″,6.49,-0.61,858,B9V,
,,,,25225,19222,04h 07m 10.72s,+74° 00′ 01.9″,6.49,1,409,K0,
14 Cam,,14,,33296,24348,05h 13m 31.29s,+62° 41′ 28.1″,6.49,1.91,268,A7Vn,
,,,,38058,27346,05h 47m 32.26s,+63° 35′ 55.7″,6.49,0.64,482,G5,
,,,,52030,34238,07h 05m 51.62s,+70° 43′ 55.0″,6.49,-0.58,847,K0III,
,,,,40568,28656,06h 03m 04.31s,+57° 01′ 06.3″,6.5,0.31,565,G5,
49 Cam,,49,BC,62140,37934,07h 46m 27.46s,+62° 49′ 50.4″,6.5,1.95,265,F0p SrEu,"BC Cam; α2 CVn variable, Δ*V* = 0.05m, *P* = 4.285 d"
29 Cam,,29,,38618,27592,05h 50m 33.89s,+56° 55′ 08.2″,6.53,0.88,441,A4IV-V,
6 Cam,,6,,31189,22994,04h 56m 49.48s,+55° 49′ 26.8″,6.63,0.39,874,K5,
HD 24064,,,,24064,18451,03h 56m 36.0s,+74° 04′ 48″,6.75,-0.36,862,K0,has a planet (b)
28 Cam,,28,,38129,27283,05h 46m 54.60s,+56° 55′ 26.4″,6.79,0.39,622,A7V,
22 Cam,,22,,37070,26587,05h 39m 05.39s,+56° 21′ 37.3″,7.03,3.14,196,F5,
HD 35759,,,,35759,25883,05h 31m 33.0s,+64° 16′ 58″,7.74,3.44,236,G0,has a planet (b)
"Table legend: 
[TABLE]",,,,,,,,,,,,
