Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
14 UMi,,14,,137686,75152,15h 21m 30.52s,+73° 28′ 35.1″,7.38,3.51,194,F5,
S UMi,,,S,139492,75847,15h 29m 34.57s,+78° 38′ 00.3″,7.5,,2450,M6.5-7.5e,"Mira variable, *V*max = 7.5m, *V*min = <13.2m, *P* = 331 d"
V UMi,,,V,119227,66562,13h 38m 41.07s,+74° 18′ 36.3″,7.81,,1280,M...,"semiregular variable, *V*max = 7.06m, *V*min = 8.7m, *P* = 73 d"
W UMi,,,W,150265,79069,16h 08m 27.28s,+86° 11′ 59.6″,8.65,,1600,A2V,"Algol variable, *V*max = 8.51m, *V*min = 9.59m, *P* = 1.7011576 d"
RU UMi,,,RU,,,13h 38m 56.81s,+69° 48′ 11.2″,10.24,,,A2,"β Lyr variable, *V*max = 10m, *V*min = 10.66m, *P* = 0.52492618 d"
Z UMi,,,Z,,,15h 02m 01.48s,+83° 03′ 48.7″,11.4,,,C,"R CrB variable, *V*max = 10.8m, *V*min = 19.0m, *P* = 130 d"
T UMi,,,T,118556,,13h 34m 41.12s,+73° 25′ 53.0″,11.46,,,M6e,"Mira variable, *V*max = 7.8m, *V*min = 15m, *P* = 301 d"
SS UMi,,,SS,,,15h 51m 22.34s,+71° 45′ 11.9″,12.6,,,CV,"SU UMa variable, *V*max = 12.6m, *V*min = 17.6m, *P* = 0.06778 d"
WD 1337+705,,,,,66578,13h 38m 50.48s,+70° 17′ 07.7″,12.77,,85.14,DA2.4,white dwarf
H1504+65,,,,,,15h 02m 09.62s,+66° 12′ 18.6″,15.9,,,DZ...,possible pre-white-dwarf star
Calvera,,,,,,14h 12m 56.0s,+79° 22′ 04″,,,625,,pulsar
RW UMi,,,RW,,,16h 47m 54.75s,+77° 02′ 12.2″,,,,,DQ Her variable
WISE 1506+7027,,,,,,15h 06m 49.89s,+70° 27′ 36.2″,,,11.1,T6,brown dwarf
"Table legend: 
[TABLE]",,,,,,,,,,,,
