Name,B,F,G.,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
105 G. Hya,,,105,,79108,45167,09h 12m 12.91s,+03° 52′ 01.2″,6.14,0.83,376,A0V,
146 G. Hya,,,146,,82043,46529,09h 29m 24.47s,−02° 12′ 18.6″,6.14,0.32,475,F0III,
MO Hya,,,334,MO,111786,62788,12h 51m 57.97s,−26° 44′ 18.1″,6.14,2.24,196,A0III,δ Sct variable
363 G. Hya,,,363,,121699,68177,13h 57m 27.75s,−23° 01′ 21.5″,6.14,-0.17,596,K2/K3III,
HD 100307,,,286,,100307,56293,11h 32m 23.34s,−26° 44′ 48.7″,6.15,-0.59,728,M2III,
NS Hya,,,96,NS,78196,44738,09h 06m 59.95s,+01° 27′ 45.8″,6.16,-1.25,991,M1III,
315 G. Hya,,,315,,105686,59307,12h 10m 02.58s,−34° 42′ 17.0″,6.16,1.14,329,A0V,
302 G. Hya,,,302,,103266,57971,11h 53m 26.87s,−35° 03′ 59.7″,6.17,1.78,246,A2V,
8 G. Hya,,,8,,70110,40858,08h 20m 12.98s,−00° 54′ 32.8″,6.18,3.13,133,F9V,
37 G. Hya,,,37,,73281,42299,08h 37m 27.17s,−04° 56′ 02.4″,6.18,0.79,391,K0,
89 G. Hya,,,89,,77084,44162,08h 59m 39.94s,−19° 12′ 28.1″,6.19,3.2,129,F5IV/V,
359 G. Hya,,,359,,120455,67523,13h 50m 06.54s,−29° 04′ 52.5″,6.19,0.97,361,A0V,
LV Hya,,,305,LV,103789,58272,11h 57m 03.78s,−33° 18′ 55.6″,6.2,0.88,378,B9.5V,α2 CVn variable
HD 95698,,-8,261,,95698,53963,11h 02m 24.41s,−26° 49′ 52.3″,6.21,2.59,173,A9III/IV,8 Crateris
356 G. Hya,,,356,,119623,67071,13h 44m 45.70s,−25° 30′ 03.2″,6.21,-0.47,706,K3III,
58 G. Hya,,,58,,74860,43035,08h 46m 06.89s,−11° 00′ 24.5″,6.22,-4.13,3835,K5III,
182 G. Hya,,,182,,85905,48584,09h 54m 31.83s,−22° 29′ 14.8″,6.23,0.5,457,A2/A3III,
205 G. Hya,,,205,,88699,50066,10h 13m 19.48s,−27° 01′ 44.3″,6.23,0.74,409,A9m...,
311 G. Hya,,,311,,105078,59008,12h 05m 56.69s,−35° 41′ 38.2″,6.23,-0.51,728,B7V,
371 G. Hya,,,371,,124281,69458,14h 13m 13.25s,−26° 36′ 44.2″,6.23,-0.46,709,K0III,
199 G. Hya,,,199,,88182,49802,10h 09m 56.49s,−12° 05′ 42.9″,6.24,1.74,259,A5m,
245 G. Hya,,,245,,92770,52391,10h 42m 31.38s,−13° 58′ 28.4″,6.24,-0.53,738,K3/K4III:,
147 G. Hya,,,147,,82074,46543,09h 29m 32.43s,−04° 14′ 47.4″,6.25,2.57,177,G6IV,
159 G. Hya,,,159,,82674,46893,09h 33m 19.94s,−07° 11′ 24.5″,6.25,0.7,421,K0,
197 G. Hya,,,197,,88025,49689,10h 08m 35.45s,−15° 36′ 43.0″,6.25,0.01,578,A0V,
149 G. Hya,,,149,,82180,46569,09h 29m 49.88s,−23° 20′ 43.2″,6.26,-2.26,1646,K2/K3III,
144 G. Hya,,,144,,81980,46504,09h 29m 02.34s,−01° 15′ 24.9″,6.27,1.47,297,F0Vn,
185 G. Hya,,,185,,86266,48763,09h 56m 46.89s,−26° 32′ 59.1″,6.27,2.06,227,A4V,
391 G. Hya,,,391,,131919,73171,14h 57m 13.72s,−29° 09′ 27.4″,6.28,0.12,557,B8/B9V,
235 G. Hya,,,235,,91881,51885,10h 36m 04.51s,−26° 40′ 31.0″,6.29,3.07,143,F5V,
126 G. Hya,,,126,,80719,45854,09h 20m 55.46s,−15° 37′ 03.2″,6.3,2.88,158,F6V,
192 G. Hya,,,192,,87344,49321,10h 04m 02.83s,−18° 06′ 05.1″,6.3,0.47,477,B8V,
HQ Hya,,,7,HQ,69997,40766,08h 19m 15.11s,−10° 09′ 57.0″,6.31,1.14,353,F3IIIp,δ Sct variable
37 Hya,,37,171,OW,83650,47427,09h 39m 47.42s,−10° 34′ 13.0″,6.31,-1.33,1098,A0Vn,OW Hya; 171 G. Hya.
337 G. Hya,,,337,,112519,63243,12h 57m 33.17s,−22° 45′ 12.5″,6.31,0.83,407,K0III,
111 G. Hya,,,111,,79752,45424,09h 15m 24.95s,−15° 01′ 29.5″,6.32,1.18,348,A0V,
HD 100953,,-23,292,,100953,56657,11h 37m 01.22s,−32° 59′ 16.8″,6.32,2.04,234,F5V,23 Crateris
165 G. Hya,,,165,,83104,47070,09h 35m 33.82s,−19° 34′ 59.9″,6.33,1.63,283,A0V,
71 G. Hya,,,71,,75811,43570,08h 52m 24.18s,+05° 20′ 25.2″,6.34,0.22,547,A5V,
104 G. Hya,,,104,,79066,45150,09h 11m 55.69s,+05° 28′ 07.2″,6.34,2.81,166,A9IVe...,
V335 Hya,,,316,V335,106198,59588,12h 13m 12.97s,−34° 07′ 31.0″,6.34,-0.89,911,M4/M5Ib/II:,
317 G. Hya,,,317,,106257,59622,12h 13m 36.80s,−33° 47′ 34.4″,6.34,0.86,406,A0V,
34 G. Hya,,,34,,72908,42142,08h 35m 24.96s,+02° 44′ 36.4″,6.35,0.21,551,G9III,
275 G. Hya,,,275,,97393,54725,11h 12m 14.78s,−32° 26′ 01.8″,6.35,-0.23,676,M2/M3III,
369 G. Hya,,,369,,124162,69398,14h 12m 24.55s,−24° 21′ 48.0″,6.35,0.49,484,K2III,
373 G. Hya,,,373,,125279,69977,14h 19m 07.17s,−27° 08′ 28.2″,6.35,-0.69,834,K5III,
206 G. Hya,,,206,,88806,50142,10h 14m 08.98s,−23° 48′ 50.3″,6.36,-1.7,1336,M1III,
50 G. Hya,,,50,,74393,42854,08h 43m 59.79s,+04° 20′ 04.5″,6.37,-0.4,738,B9.5III-IV,
172 G. Hya,,,172,,83731,47454,09h 40m 20.07s,−10° 46′ 09.1″,6.37,-0.68,838,A2V,
29 G. Hya,,,29,,72462,41893,08h 32m 33.39s,−15° 01′ 48.7″,6.38,2.13,231,A7IV/V,
320 G. Hya,,,320,,107869,60468,12h 23m 47.82s,−30° 20′ 07.4″,6.39,-0.57,803,K5III,
34 Hya,,34,167,,83373,47249,09h 37m 51.54s,−09° 25′ 28.1″,6.4,1.1,375,A1V,
R Hya,,,347,R,117287,65835,13h 29m 42.82s,−23° 16′ 52.9″,6.4,-2.55,2012,M6/M7e,Mira variable
55 G. Hya,,,55,,74688,42951,08h 45m 20.77s,−02° 36′ 03.7″,6.41,1.71,283,F2+...,
LO Hya (25 G. Hya),,,25,LO,71663,41564,08h 28m 29.16s,−02° 31′ 01.6″,6.42,1.77,278,A5m,
