Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
HD 194937,,,,194937,100953,20h 28m 07.52s,+08° 26′ 14.7″,6.23,1.23,326,G9III,
LU Del,,,LU,197249,102158,20h 41m 58.16s,+17° 31′ 17.0″,6.24,0.63,432,G8III,suspected variable
HD 201196,,,,201196,104281,21h 07m 33.61s,+15° 39′ 31.7″,6.27,1,369,K2IV,
HD 194526,,,,194526,100762,20h 25m 44.10s,+10° 03′ 21.9″,6.32,-0.83,876,K5IIIvar,
14 Del,,14,,198391,102819,20h 49m 48.24s,+07° 51′ 51.0″,6.32,0.32,517,A1Vs,spectroscopic binary
HD 200430,,,,200430,103891,21h 03m 01.78s,+14° 43′ 48.1″,6.33,-0.11,633,M1III,suspected variable
HD 194578,,,,194578,100781,20h 26m 01.58s,+13° 54′ 42.0″,6.35,-0.64,815,K5,suspected variable
HD 198070,,,,198070,102631,20h 47m 47.86s,+03° 18′ 23.2″,6.38,0.6,467,A0Vn,
HD 196885,,,,196885,101966,20h 39m 51.85s,+11° 14′ 58.0″,6.39,3.8,108,F8IV:,binary star; has a planet (b)
HD 195909,,,,195909,101489,20h 33m 59.92s,+04° 53′ 55.3″,6.42,0.02,622,K0,
HD 197076,,,,197076,102040,20h 40m 45.07s,+19° 56′ 05.2″,6.43,4.82,68,G5V,optical double
HD 194841,,,,194841,100876,20h 27m 14.19s,+20° 28′ 35.4″,6.44,-2.09,1655,K0,
HD 194616,,,,194616,100779,20h 26m 01.15s,+19° 51′ 55.6″,6.45,-0.13,675,K0III,
U Del,,,U,197812,102440,20h 45m 28.23s,+18° 05′ 24.2″,6.74,-1.16,1240,M5II-III,"semiregular variable, *V*max = 6.14m, *V*min = 7.61m, *P* = 120 d"
HD 195019,,,,195019,100970,20h 28m 18.64s,+18° 46′ 10.2″,6.91,4.05,122,G3IV-V,double star; has a planet (b)
Gliese 795,,,OQ,196795,101955,20h 39m 37.71s,+04° 58′ 19.3″,7.84,,54.52,K5V,"triple star; BY Dra variable, Δ*V* = 0.04m"
V Del,,,V,198136,,20h 47m 46.04s,+19° 20′ 06.9″,8.1,,,M6e:,"Mira variable, *V*max = 8.1m, *V*min = 17.0m, *P* = 527 d"
DM Del,,,DM,,,20h 39m 37.01s,+14° 25′ 43.1″,8.65,,,A2V,"β Lyr variable, *V*max = 8.58m, *V*min = 9.11m, *P* = 0.8446725 d"
LS Del,,,LS,199497,,20h 57m 10.29s,+19° 38′ 55.2″,8.72,,256.5,G5,"W UMa variable, *V*max = 8.61m, *V*min = 8.76m, *P* = 0.363842 d"
MR Del,,,MR,195434,101236,20h 31m 13.46s,+05° 13′ 08.5″,8.77,,158.3,K0,"Algol and BY Dra variable, *V*max = 8.71m, *V*min = 9.01m, *P* = 0.521692 d"
TX Del,,,TX,,102853,20h 50m 12.69s,+03° 39′ 08.4″,8.86,,,F8,"BL Her variable, *V*max = 8.86m, *V*min = 9.51m, *P* = 6.165907 d"
DX Del,,,DX,,102593,20h 47m 28.36s,+12° 27′ 50.7″,9.56,,4200,A7IIIv,"RR Lyr variable, *V*max = 9.558m, *V*min = 10.291m, *P* = 0.4726191 d"
W Del,,,W,352682,101780,20h 37m 40.09s,+18° 17′ 03.8″,9.81,,2200,A0Ve,"Algol variable, *V*max = 9.69m, *V*min = 12.33m, *P* = 4.8061 d"
TY Del,,,TY,,,21h 04m 21.98s,+13° 12′ 53.5″,10.08,,,A0,"Algol variable, *V*max = 9.7m, *V*min = 10.9m, *P* = 1.19112689 d"
HAT-P-23,,,,,,20h 24m 30s,+16° 45′ 44″,11.94,,1282,G5,has a transiting planet (b)
WASP-2,,,,,,20h 30m 54s,+06° 25′ 46″,11.98,,,K1V,has a transiting planet (b)
BX Del,,,BX,,,20h 21m 18.97s,+18° 26′ 16.2″,11.99,,,A0,"BL Her variable, *V*max = 11.79m, *V*min = 12.57m, *P* = 1.091787 d"
HR Del,,,HR,,,20h 42m 20.35s,+19° 09′ 35.3″,12.1,,,A0,"nova, *V*max = 3.6m, *V*min = 12.1m, *P* = 0.214165 d"
HU Del,,,HU,,,20h 29m 48.34s,+09° 41′ 20.3″,13.04,,29.6,M6.0V+...,flare star
He 2-467,,,LT,,,20h 35m 57.23s,+20° 11′ 27.5″,13.05,,,G6III,"Z And and rotating ellipsoidal variable, *V*max = 12.0m, *V*min = 13.4m, *P* 
= 476 d"
CM Del,,,CM,,,20h 24m 56.93s,+17° 17′ 54.4″,13.4,,,A0,nova-like star
V339 Del,,,V339,,,20h 29m 30.68s,+20° 46′ 03.8″,16.86,,,,"nova, *V*max = 4.3m, *V*min = 17.6m, *P* = 1.19112689 d"
WISE 2056+1459,,,,,,20h 56m 28.90s,+14° 59′ 53.3″,,,22.6,Y0,brown dwarf
"Table legend: 
[TABLE]",,,,,,,,,,,,
