Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
HD 161390,,,,161390,87042,17h 47m 07.30s,−38° 06′ 43.5″,6.41,1.07,381,A0V,
V951 Sco,,,V951,162725,87624,17h 53m 58.13s,−34° 49′ 51.8″,6.41,-0.96,973,Ap...,"in Messier 7, α² CVn variable, *V*max = 6.39m, *V*min = 6.44m, *P* = 4.46 d"
HR 6392,,,V915,155603,84332,17h 14m 27.66s,−39° 45′ 59.9″,6.42,,,K0Ia,"variable star, *V*max = 6.22m, *V*min = 6.64m"
HD 157060,,,,157060,85019,17h 22m 37.90s,−35° 54′ 39.4″,6.42,3.58,121,F8V,
HD 145100,,,,145100,79203,16h 09m 55.31s,−18° 20′ 25.6″,6.43,2.96,161,F3V,
HD 149174,,,,149174,81198,16h 35m 07.77s,−45° 14′ 39.2″,6.43,0.06,614,K2/K3III,"suspected variable, Δ*V* = 0.08m"
HD 158619,,,,158619,85786,17h 31m 47.36s,−33° 42′ 11.1″,6.43,0.98,401,K2III,
HD 160748,,,,160748,86716,17h 43m 06.86s,−33° 03′ 04.6″,6.44,-3.13,2672,M1III,suspected variable
HD 147553,,,,147553,80324,16h 23m 56.72s,−33° 11′ 57.6″,6.45,1.11,381,A0V+...,
HD 152249,,,,152249,,16h 54m 11.64s,−41° 50′ 57.2″,6.45,,5900,O9Ib(f),"in NGC 6231; suspected variable, *V*max = 6.34m, *V*min = 6.51m"
HD 150638,,,,150638,81891,16h 43m 38.73s,−32° 06′ 21.2″,6.46,-0.44,784,B8V,
HD 155985,,,,155985,84556,17h 17m 05.54s,−44° 46′ 42.9″,6.46,,,B0.5Iab:,"variable star, Δ*V* = 0.007m, *P* = 293.25 d"
HD 163234,,,,163234,87865,17h 56m 55.89s,−40° 18′ 20.3″,6.46,0.22,576,K3III,
HD 150420,,,,150420,81803,16h 42m 29.11s,−37° 04′ 44.9″,6.47,1.09,388,G3III,
HD 153919,,,,153919,83499,17h 03m 56.77s,−37° 50′ 39.0″,6.48,,,O5f,
HD 159312,,,,159312,86098,17h 35m 43.08s,−37° 26′ 23.3″,6.48,1.4,338,A0V,
HD 151932,,,V919,151932,82543,16h 52m 19.25s,−41° 51′ 16.2″,6.49,,,WN7h,"in Trumpler 24; Wolf-Rayet star, *V*max = 6.45m, *V*min = 6.61m, *P* = 2 d"
HD 153234,,,,153234,83202,17h 00m 14.26s,−44° 59′ 18.5″,6.5,2.98,165,F3V,
4U 1700-37,,,V884,153919,83499,17h 03m 56.77s,−37° 50′ 38.9″,6.51,,9100,O7.5Iaf,"rotating ellipsoidal variable and high-mass X-ray binary, *V*max = 6.51m, 
*V*min = 6.60m, *P* = 3.41 d"
HD 145102,,,V952,145102,79235,16h 10m 15.92s,−26° 54′ 32.8″,6.57,,547,B9p...,"α2 CVn variable, Δ*V* = 0.04m, *P* = 1.42 d"
V453 Sco,,,V453,163181,87810,17h 56m 16.08s,−32° 28′ 30.0″,6.61,-5.43,8400,B0Ia,"β Lyr variable, *V*max = 6.36m, *V*min = 6.73m, *P* = 12.01 d"
RV Sco,,,RV,153004,83059,16h 58m 19.75s,−33° 36′ 32.8″,6.61,,1440,G0Ib,"classical Cepheid, *V*max = 6.61m, *V*min = 7.49m, *P* = 6.06 d"
HD 160529,,,V905,160529,86624,17h 41m 59.03s,−33° 30′ 13.7″,6.66,-8.9,8150,A3Iae,"luminous blue variable, *V*max = 6.21m, *V*min = 6.97m, *P* = 57 d"
25 Sco,,25,,151179,82140,16h 46m 51.35s,−25° 31′ 42.7″,6.72,-0.1,755,K0II,
V636 Sco,,,V636,156979,85035,17h 22m 46.48s,−45° 36′ 51.4″,6.74,,,"F7/F8Ib/II
+ B9.5V","classical Cepheid, *V*max = 6.4m, *V*min = 6.92m, *P* = 6.80 d"
V760 Sco,,,V760,147683,80405,16h 24m 43.72s,−34° 53′ 37.5″,7.05,,1280,B4V,Algol variable
HR 5999,,,V856,144668,79080,16h 08m 34.29s,−39° 06′ 18.3″,7.05,,531,A7IVe,"UX Ori star, *V*max = 6.77m, *V*min = 8.0m"
HD 143567,,,,143567,78530,16h 01m 55s,−21° 58′ 49″,7.18,,511,B9V,has a planet (b)
Gliese 667 B,,,,156384B,,17h 19m 01.94s,−34° 59′ 33.3″,7.24,8.02,23,K5,component of Gliese 667 system
HD 159868,,,,159868,86375,17h 38m 59.53s,−43° 08′ 43.8″,7.27,3.66,172,G5V,has two planets (b & c)
HD 147010,,,V933,147010,80024,16h 20m 05.49s,−20° 03′ 23.0″,7.37,,533,B9II/III,"α2 CVn variable, Δ*V* = 0.045m, *P* = 3.92 d"
HD 153950,,,,153950,83547,17h 04m 30.87s,−43° 18′ 35.2″,7.39,3.91,162,F8V,has a planet (b)
HD 153747,,,V922,153747,83410,17h 02m 53.82s,−38° 27′ 36.8″,7.42,,588,A0III,δ Sct variable
RY Sco,,,RY,162102,87345,17h 50m 32.34s,−33° 42′ 20.4″,7.51,,,F6Ib,"classical Cepheid, *V*max = 7.51m, *V*min = 8.36m, *P* = 20.32 d"
