Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
,,,,99747,56035,11h 29m 04.70s,+61° 46′ 40.0″,5.83,3.24,107,F5Vawvar,
66 UMa,,66,,103605,58181,11h 55m 58.41s,+56° 35′ 54.8″,5.83,0.9,315,K1III,
,,,,111456,62512,12h 48m 39.34s,+60° 19′ 11.6″,5.83,3.91,79,F5V,
,,,,112486,63143,12h 56m 17.64s,+54° 05′ 58.1″,5.84,1.37,256,A5m,
,,,,85841,48893,09h 58m 22.91s,+72° 52′ 46.6″,5.86,0.58,370,K3III:,
EN UMa,,,EN,89343,50685,10h 21m 03.43s,+68° 44′ 51.8″,5.88,0.38,410,A7Vn,δ Sct variable
,,,,97989,55086,11h 16m 41.93s,+49° 28′ 34.6″,5.88,0.32,421,K0III:,
,,,,111270,62402,12h 47m 18.93s,+62° 46′ 52.1″,5.88,1.88,206,A9V,
,,,,71088,41676,08h 29m 46.29s,+67° 17′ 50.7″,5.89,0.92,322,G8III,
,,,,96834,54537,11h 09m 38.55s,+43° 12′ 27.9″,5.89,-0.31,566,M2III,
,,,,73171,42452,08h 39m 17.65s,+52° 42′ 42.1″,5.91,0.48,397,K1III:,
,,,,94132,53257,10h 53m 31.38s,+69° 51′ 14.6″,5.91,2.72,142,G9IV,
,,,,78935,45461,09h 15m 52.75s,+72° 56′ 47.3″,5.93,1.18,291,F0III,
58 UMa,,58,,99984,56148,11h 30m 31.17s,+43° 10′ 23.0″,5.94,2.19,183,F4V,
VY UMa,,,VY,92839,52577,10h 45m 04.02s,+67° 24′ 41.0″,5.95,-1.75,1132,C5II,
,,,,104075,58460,11h 59m 17.54s,+33° 10′ 01.3″,5.95,-0.62,671,K1III,
,,,,79763,45590,09h 17m 31.17s,+46° 49′ 01.9″,5.96,0.7,367,A1V,
,,,,83126,47401,09h 39m 27.92s,+67° 16′ 20.4″,5.96,-0.15,543,K5,
,,,,85945,48802,09h 57m 13.57s,+57° 25′ 06.1″,5.97,0.19,466,G8III,
,,,,120787,67485,13h 49m 45.43s,+61° 29′ 22.4″,5.97,0.55,395,G3V,
,,,,95129,53726,10h 59m 32.74s,+36° 05′ 35.6″,5.99,-1.19,888,M2III,
,,,,68951,40889,08h 20m 40.32s,+72° 24′ 26.3″,6,-1.32,948,M0III,
,,,,89319,50546,10h 19m 26.88s,+48° 23′ 49.3″,6,2.82,141,K0,
,,,,90470,51200,10h 27m 28.08s,+41° 36′ 04.4″,6,1.89,216,A2V,
,,,,89414,50635,10h 20m 31.18s,+54° 13′ 00.7″,6.01,0.28,457,K3III:,
51 UMa,,51,,95934,54136,11h 04m 31.28s,+38° 14′ 28.9″,6.01,1.48,263,A3III-IV,
,,,,98772,55564,11h 22m 51.25s,+64° 19′ 49.5″,6.02,1.34,282,A3V,
76 UMa,,76,,110462,61936,12h 41m 33.95s,+62° 42′ 47.1″,6.02,-0.24,581,A2III,
,,,,119765,67005,13h 43m 54.80s,+52° 03′ 51.9″,6.02,0.9,345,A1V,
,,,,94669,53465,10h 56m 14.51s,+42° 00′ 30.2″,6.03,1.13,312,K2III,
,,,,95241,53791,11h 00m 20.76s,+42° 54′ 43.3″,6.03,2.74,148,F9V,
,,,,90745,51448,10h 30m 26.65s,+64° 15′ 28.1″,6.07,1.33,289,A7III,
EP UMa,,,EP,96707,54540,11h 09m 39.92s,+67° 12′ 37.0″,6.07,0.88,355,F0sp...,α² CVn variable
75 UMa,,75,,108861,60992,12h 30m 04.22s,+58° 46′ 04.1″,6.07,0.48,428,G8III-IV,
60 UMa,,60,,101133,56789,11h 38m 33.54s,+46° 50′ 03.4″,6.09,0.93,351,F5IIIs,
37 Lyn,,-37,,80290,45836,09h 20m 43.79s,+51° 15′ 56.6″,6.14,3.83,95,F3V,
,,,,101013,56731,11h 37m 53.05s,+50° 37′ 05.8″,6.14,0.39,461,K0p...,Barium star
,,,,105043,58989,12h 05m 39.76s,+62° 55′ 59.9″,6.14,0.85,373,K2III,
,,,,113994,63952,13h 06m 22.86s,+62° 02′ 31.1″,6.15,0.83,377,G7III,
,,,,122866,68637,14h 02m 59.78s,+50° 58′ 18.6″,6.16,1.25,313,A2V,
,,,,83962,47791,09h 44m 36.62s,+64° 59′ 02.6″,6.18,1.02,351,F3Vn,
U UMa,,,U,88651,50222,10h 15m 07.65s,+59° 59′ 07.9″,6.18,-2.46,1743,M0IIIvar,
1 CVn,,-1,,106478,59708,12h 14m 43.43s,+53° 26′ 04.8″,6.18,0.23,505,K0III:,
,,,,74604,43266,08h 48m 49.28s,+66° 42′ 29.4″,6.2,0.21,514,B8V,
,,,,98499,55412,11h 20m 53.71s,+67° 06′ 03.1″,6.2,0.55,439,G8,
,,,,108954,61053,12h 30m 50.12s,+53° 04′ 34.2″,6.2,4.49,72,F9V,
,,,,73971,42777,08h 43m 00.19s,+46° 54′ 03.6″,6.21,0.7,412,G8III,
,,,,95057,53706,10h 59m 17.89s,+51° 52′ 56.5″,6.22,-0.38,681,K0,
